sentence,label
"In such circumstances, auditors may issue a limited official use report containing such information and distribute the report only to those parties responsible for acting on the auditors' recommendations.",0
The point isn't that polls are dishonest.,0
but uh what's that,0
APHIS rejected the first alternative because it believed scientific evidence permitted importation of beef from Argentina under certain conditions and not permitting such importation would be contrary to trade agreements entered into by the United States.,2
and they're going yes but in general i like to exercise i i like dance a lot so i mean i aerobics is something i'd hate to give up but,2
"He was writing a warning, not a prescription.",1
"119 Cynthia was back from the hospital, and I placed my chair beside her, and told her of Poirot's wish to visit the dispensary. ",2
Sometimes such funds are devoted to retraining existing nontechnical personnel to supply them with IT expertise.,1
"Rips was sufficiently enraged by Statistical Science 's acceptance of the rebuttal paper that he retained a lawyer, who advised the journal that the accusations in the article about to be published ...",1
Stop blaming John.,0
i think on the local elections it's actually um i think um i think people vote in the larger elections because they feel like well you know the country's real important and you know if i elect if we help elect a president who's going to save us then the then the whole country will be saved but they figure local elections don't mean that much i suspect so people don't really worry about their local mayor or something figuring that you know um and i think wrongly figuring that that well what good is another mayor going to do anyway because our federal taxes are more important right now and you know and stuff like that so people think that that that they don't have um that that it doesn't doesn't matter as much whereas i think it's probably just the opposite is true i think it's probably the case that people could have more effect on a local level,0
Kashmir remained an unresolved problem of Partition.,0
"Given the assumptions and economic drivers in each of the scenarios, the AMIGA model calculates the capital investment, operation and maintenance, and fuel costs necessary to meet consumer demand for electricity.",0
and then i have a cauliflower that i would cook garlic bread green salad tea and we'd have a lemon pie for dessert,1
"All the discoveries have been made by Japp, and Japp will take all the credit. ",2
You outwitted me.,2
yeah but that's that's true just about every,2
He was lecherous and strange.,2
"For Columns 5 though 8, the only amounts that change in lines 1  and  2, compared to columns 1 through 4, are outbound attributable cost and inbound revenue.",0
"You did not mention his name this afternoon, or I would have suggested your going to him for further information with my card as introduction.",1
This brought forth a small number of articulate dissensions.,2
oh yeah no that's uh that's a that's a real interesting movie and it's got a good historical perspective to it,1
"The troopers behind Muller stiffened into wooden soldiers, all expression vanishing from their features until they matched each other in exact anonymity.",0
"Meanwhile, lawyers were at a premium Indians love litigation and it was ideal training for future politicians and politics had been clandestine, because it was so often fatal to express an opinion on the wrong (i.e. , losing) side.",0
"In some states, it may be possible to develop and implement statewide initiatives to improve service delivery, increase resources, and enhance the capacity of the system to meet the civil legal needs of all low-income people without altering service areas or historical relationships.",2
